OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,House damage,Personal impact,Intensity
MS804,MySay,Psychological & Social Support,Unknown,,,,33.37828749,35.47987646,No,Relocation,2:: Very weak / I felt the vibrations because I was in upper floors
MS805,MySay,Psychological & Social Support,Unknown,,,,33.8775259,35.50113332,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS806,MySay,Psychological & Social Support,Unknown,,,,33.88470037,35.53937898,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS807,MySay,Psychological & Social Support,Unknown,,,,34.40026848,35.88793644,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS808,MySay,Psychological & Social Support,Unknown,,,,33.86820482,35.49892545,Some damage,Permanent disability,4::Weak/ It felt like a slight earthquake
MS809,MySay,Psychological & Social Support,Unknown,,,,33.89330458,35.55127655,Some damage,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS810,MySay,Psychological & Social Support,Unknown,,,,33.89783735,35.49678405,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS811,MySay,Psychological & Social Support,Unknown,,,,33.37458364,35.48135324,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS812,MySay,Psychological & Social Support,Unknown,,,,33.8555472,35.53669855,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS813,MySay,Psychological & Social Support,Unknown,,,,33.97952869,35.64875479,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS814,MySay,Psychological & Social Support,Unknown,,,,33.12387505,35.29096622,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS815,MySay,Psychological & Social Support,Unknown,,,,34.43495468,35.83784398,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS816,MySay,Psychological & Social Support,Unknown,,,,33.77978183,35.55760594,I don't have a house in Beirut,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS817,MySay,Psychological & Social Support,Unknown,,,,33.88343331,35.5157676,Total destruction,Physical injury,
MS818,MySay,Psychological & Social Support,Unknown,,,,33.89342002,35.49768013,I don't know,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS819,MySay,Psychological & Social Support,Unknown,,,,33.88833842,35.52383994,Some damage,Relocation,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS820,MySay,Psychological & Social Support,Unknown,,,,23.44742494,43.93380773,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS821,MySay,Psychological & Social Support,Unknown,,,,33.86140851,35.58049973,I don't have a house in Beirut,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS822,MySay,Psychological & Social Support,Unknown,,,,33.88448577,35.51387178,Some damage,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS823,MySay,Psychological & Social Support,Unknown,,,,33.89252389,35.49230869,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS824,MySay,Psychological & Social Support,Unknown,,,,33.89709978,35.51321232,I don't have a house in Beirut,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS825,MySay,Psychological & Social Support,Unknown,,,,33.8943084,35.5282363,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS826,MySay,Psychological & Social Support,Unknown,,,,33.64568639,35.87934796,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS827,MySay,Psychological & Social Support,Unknown,,,,33.87127964,35.52512884,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS828,MySay,Psychological & Social Support,Unknown,,,,34.01178301,35.82397322,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS829,MySay,Psychological & Social Support,Unknown,,,,33.86182766,35.55034161,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS830,MySay,Psychological & Social Support,Unknown,,,,33.86517858,35.53089865,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS831,MySay,Psychological & Social Support,Unknown,,,,33.89475361,35.53200603,Some damage,The death of a parent,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS832,MySay,Psychological & Social Support,Unknown,,,,33.89833113,35.49201325,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS833,MySay,Psychological & Social Support,Unknown,,,,33.74760943,35.45615962,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS834,MySay,Psychological & Social Support,Unknown,,,,33.97331769,35.61145914,,Physical injury,
MS835,MySay,Psychological & Social Support,Unknown,,,,34.31946988,35.73280693,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS836,MySay,Psychological & Social Support,Unknown,,,,33.36872538,35.43635978,No,None of the above,4::Weak/ It felt like a slight earthquake
MS837,MySay,Psychological & Social Support,Unknown,,,,33.85389307,35.51776451,I don't have a house in Beirut,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS838,MySay,Psychological & Social Support,Unknown,,,,33.88727925,35.5473053,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS839,MySay,Psychological & Social Support,Unknown,,,,33.89215016,35.48646355,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS840,MySay,Psychological & Social Support,Unknown,,,,33.89221499,35.55862395,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS841,MySay,Psychological & Social Support,Unknown,,,,34.43369971,35.85336359,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS842,MySay,Psychological & Social Support,Unknown,,,,34.52970062,36.27526776,I don't have a house in Beirut,Physical injury,
MS843,MySay,Psychological & Social Support,Unknown,,,,34.02097132,35.66622089,No,Physical injury,4::Weak/ It felt like a slight earthquake
MS844,MySay,Psychological & Social Support,Unknown,,,,33.88905015,35.48932594,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS845,MySay,Psychological & Social Support,Unknown,,,,33.81511399,35.71827714,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS846,MySay,Psychological & Social Support,Unknown,,,,33.89436176,35.52671671,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS847,MySay,Psychological & Social Support,Unknown,,,,33.88565924,35.50705356,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS848,MySay,Psychological & Social Support,Unknown,,,,33.5648885,35.40474547,No,Permanent disability,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS849,MySay,Psychological & Social Support,Unknown,,,,33.89677516,35.51265121,,,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS850,MySay,Psychological & Social Support,Unknown,,,,34.47852123,35.92529507,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS851,MySay,Psychological & Social Support,Unknown,,,,33.88635966,35.5087781,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS852,MySay,Psychological & Social Support,Unknown,,,,33.82454406,35.58042526,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS853,MySay,Psychological & Social Support,Unknown,,,,33.83089572,35.54389392,No,Relocation,2:: Very weak / I felt the vibrations because I was in upper floors
MS854,MySay,Psychological & Social Support,Unknown,,,,33.87312427,35.50566216,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS855,MySay,Psychological & Social Support,Unknown,,,,33.62439193,35.46829929,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS856,MySay,Psychological & Social Support,Unknown,,,,33.8912091,35.51979125,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS857,MySay,Psychological & Social Support,Unknown,,,,33.88890697,35.49843239,,,
MS858,MySay,Psychological & Social Support,Unknown,,,,33.88469275,35.51351985,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS859,MySay,Psychological & Social Support,Unknown,,,,33.89865536,35.57122215,Some damage,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS860,MySay,Psychological & Social Support,Unknown,,,,33.89456396,35.5196572,Some damage,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS861,MySay,Psychological & Social Support,Unknown,,,,33.83186191,35.90481876,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS862,MySay,Psychological & Social Support,Unknown,,,,33.88674784,35.54441905,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS863,MySay,Psychological & Social Support,Unknown,,,,33.84931948,36.01708387,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS864,MySay,Psychological & Social Support,Unknown,,,,33.89751753,35.53636351,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS865,MySay,Psychological & Social Support,Unknown,,,,33.88045105,35.49772535,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS866,MySay,Psychological & Social Support,Unknown,,,,33.89613842,35.56669235,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS867,MySay,Psychological & Social Support,Unknown,,,,33.85888129,35.50678585,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS868,MySay,Psychological & Social Support,Unknown,,,,33.84828213,35.65923685,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS869,MySay,Psychological & Social Support,Unknown,,,,33.88483228,35.50259014,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS870,MySay,Psychological & Social Support,Unknown,,,,33.90341763,35.51759285,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS871,MySay,Psychological & Social Support,Unknown,,,,33.78333433,35.49018502,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS872,MySay,Psychological & Social Support,Unknown,,,,34.22524268,35.70668827,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS873,MySay,Psychological & Social Support,Unknown,,,,33.87894752,35.49650297,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS874,MySay,Psychological & Social Support,Unknown,,,,33.89770577,35.49013138,No,Relocation,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS875,MySay,Psychological & Social Support,Unknown,,,,33.79004509,35.49408425,I don't have a house in Beirut,Physical injury,4::Weak/ It felt like a slight earthquake
MS876,MySay,Psychological & Social Support,Unknown,,,,34.43338302,35.83809124,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS877,MySay,Psychological & Social Support,Unknown,,,,33.69226785,35.42549384,No,None of the above,4::Weak/ It felt like a slight earthquake
MS878,MySay,Psychological & Social Support,Unknown,,,,33.96596579,35.60838294,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS879,MySay,Psychological & Social Support,Unknown,,,,33.92302341,35.61159601,I don't have a house in Beirut,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS880,MySay,Psychological & Social Support,Unknown,,,,33.88438239,35.48446655,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS881,MySay,Psychological & Social Support,Unknown,,,,33.89595413,35.52214615,Total destruction,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS882,MySay,Psychological & Social Support,Unknown,,,,33.90262136,35.49785614,No,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS883,MySay,Psychological & Social Support,Unknown,,,,33.89191642,35.50334495,No,None of the above,
MS884,MySay,Psychological & Social Support,Unknown,,,,33.89528349,35.48471332,Total destruction,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS885,MySay,Psychological & Social Support,Unknown,,,,33.89164806,35.5179214,Total destruction,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS886,MySay,Psychological & Social Support,Unknown,,,,33.86375686,35.51420028,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS887,MySay,Psychological & Social Support,Unknown,,,,33.87891256,35.57747717,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS888,MySay,Psychological & Social Support,Unknown,,,,33.87453249,35.51818158,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS889,MySay,Psychological & Social Support,Unknown,,,,33.53115881,35.37546917,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS890,MySay,Psychological & Social Support,Unknown,,,,33.81568447,35.85524403,Some damage,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS891,MySay,Psychological & Social Support,Unknown,,,,33.88239225,35.53925849,Some damage,,
MS892,MySay,Psychological & Social Support,Unknown,,,,34.44368987,35.91325499,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS893,MySay,Psychological & Social Support,Unknown,,,,33.8946492,35.49491466,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS894,MySay,Psychological & Social Support,Unknown,,,,33.8062826,35.70346281,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS895,MySay,Psychological & Social Support,Unknown,,,,34.12245247,35.65033934,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS896,MySay,Psychological & Social Support,Unknown,,,,33.92985161,35.51555638,No,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS897,MySay,Psychological & Social Support,Unknown,,,,33.8193744,35.49098969,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS898,MySay,Psychological & Social Support,Unknown,,,,33.89707724,35.4995684,,,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS899,MySay,Psychological & Social Support,Unknown,,,,33.88452354,35.50952655,Some damage,The death of a relative/close family member (ex. brother),"6::Strong / I was very scared, a large part of the furniture was smashed"
MS900,MySay,Psychological & Social Support,Unknown,,,,33.7997138,35.67163657,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS901,MySay,Psychological & Social Support,Unknown,,,,33.89348334,35.54060528,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS902,MySay,Psychological & Social Support,Unknown,,,,33.67022868,35.59916522,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS903,MySay,Psychological & Social Support,Unknown,,,,33.89192561,35.51784988,Total destruction,Permanent disability,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS904,MySay,Psychological & Social Support,Unknown,,,,33.89413203,35.51268776,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS905,MySay,Psychological & Social Support,Unknown,,,,33.8968404,35.52386855,Total destruction,Relocation,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS906,MySay,Psychological & Social Support,Unknown,,,,33.97875912,35.62719279,No,None of the above,4::Weak/ It felt like a slight earthquake
MS907,MySay,Psychological & Social Support,Unknown,,,,33.89099676,35.50803126,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS908,MySay,Psychological & Social Support,Unknown,,,,33.81445717,35.64647715,I don't have a house in Beirut,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS909,MySay,Psychological & Social Support,Unknown,,,,33.89550674,35.50179343,Some damage,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS910,MySay,Psychological & Social Support,Unknown,,,,33.8961819,35.51336343,Total destruction,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS911,MySay,Psychological & Social Support,Unknown,,,,34.43657069,35.83327665,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS912,MySay,Psychological & Social Support,Unknown,,,,33.8790414,35.56855732,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS913,MySay,Psychological & Social Support,Unknown,,,,33.86907339,35.48063161,,,
MS914,MySay,Psychological & Social Support,Unknown,,,,33.88431114,35.48450947,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS915,MySay,Psychological & Social Support,Unknown,,,,33.8793826,35.4963151,I don't have a house in Beirut,,
MS916,MySay,Psychological & Social Support,Unknown,,,,33.86009466,35.54212856,Some damage,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS917,MySay,Psychological & Social Support,Unknown,,,,34.44191706,35.84862292,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS918,MySay,Psychological & Social Support,Unknown,,,,33.56017692,35.39705672,I don't have a house in Beirut,None of the above,
MS919,MySay,Psychological & Social Support,Unknown,,,,33.91159106,35.50956229,,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS920,MySay,Psychological & Social Support,Unknown,,,,33.55998368,35.37112797,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS921,MySay,Psychological & Social Support,Unknown,,,,33.85529396,35.59842681,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS922,MySay,Psychological & Social Support,Unknown,,,,33.88893598,35.52144574,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS923,MySay,Psychological & Social Support,Unknown,,,,33.8692753,35.49871445,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS924,MySay,Psychological & Social Support,Unknown,,,,33.82734644,35.91642121,I don't have a house in Beirut,Permanent disability,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS925,MySay,Psychological & Social Support,Unknown,,,,33.92959238,35.46767099,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS926,MySay,Psychological & Social Support,Unknown,,,,33.87616615,35.53303206,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS927,MySay,Psychological & Social Support,Unknown,,,,33.86046379,35.51535749,I don't know,None of the above,4::Weak/ It felt like a slight earthquake
MS928,MySay,Psychological & Social Support,Unknown,,,,33.94405173,35.78784452,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS929,MySay,Psychological & Social Support,Unknown,,,,33.88442437,35.54238916,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS930,MySay,Psychological & Social Support,Unknown,,,,34.1253854,35.65565727,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS931,MySay,Psychological & Social Support,Unknown,,,,33.92626643,35.61670949,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS932,MySay,Psychological & Social Support,Unknown,,,,33.8801122,35.54398985,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS933,MySay,Psychological & Social Support,Unknown,,,,33.88343992,35.50306512,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS934,MySay,Psychological & Social Support,Unknown,,,,33.89163047,35.50177418,Some damage,Relocation,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS935,MySay,Psychological & Social Support,Unknown,,,,34.12015622,35.65004799,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS936,MySay,Psychological & Social Support,Unknown,,,,33.53748487,35.41755994,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS937,MySay,Psychological & Social Support,Unknown,,,,33.89570509,35.58691509,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS938,MySay,Psychological & Social Support,Unknown,,,,33.89968121,35.51989336,Some damage,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS939,MySay,Psychological & Social Support,Unknown,,,,33.89301415,35.53966087,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS940,MySay,Psychological & Social Support,Unknown,,,,33.88689294,35.55825901,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS941,MySay,Psychological & Social Support,Unknown,,,,33.82430301,35.91398178,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS942,MySay,Psychological & Social Support,Unknown,,,,33.22704434,35.37013209,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS943,MySay,Psychological & Social Support,Unknown,,,,33.88438239,35.48446655,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS944,MySay,Psychological & Social Support,Unknown,,,,33.89131675,35.54049903,Some damage,The death of a child,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS945,MySay,Psychological & Social Support,Unknown,,,,33.84883451,35.52848082,I don't have a house in Beirut,Permanent disability,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS946,MySay,Psychological & Social Support,Unknown,,,,33.89401964,35.52610889,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS947,MySay,Psychological & Social Support,Unknown,,,,33.89693101,35.53966641,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS948,MySay,Psychological & Social Support,Unknown,,,,34.24831497,35.66181055,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS949,MySay,Psychological & Social Support,Unknown,,,,33.91710357,35.58681828,I don't have a house in Beirut,Permanent disability,2:: Very weak / I felt the vibrations because I was in upper floors
MS950,MySay,Psychological & Social Support,Unknown,,,,33.87558414,35.57817137,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS951,MySay,Psychological & Social Support,Unknown,,,,33.87857508,35.54803042,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS952,MySay,Psychological & Social Support,Unknown,,,,33.74682957,35.45198908,No,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS953,MySay,Psychological & Social Support,Unknown,,,,33.90089381,35.5021584,No,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS954,MySay,Psychological & Social Support,Unknown,,,,34.59834537,36.28894711,No,None of the above,
MS955,MySay,Psychological & Social Support,Unknown,,,,34.03674287,35.63794292,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS956,MySay,Psychological & Social Support,Unknown,,,,33.47073921,35.7895774,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS957,MySay,Psychological & Social Support,Unknown,,,,33.84313283,35.48458658,I don't have a house in Beirut,,4::Weak/ It felt like a slight earthquake
MS958,MySay,Psychological & Social Support,Unknown,,,,33.89878705,35.49561751,No,The death of a spouse/partner,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS959,MySay,Psychological & Social Support,Unknown,,,,33.87290435,35.56487873,Some damage,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS960,MySay,Psychological & Social Support,Unknown,,,,33.88329061,35.49882454,No,None of the above,
MS961,MySay,Psychological & Social Support,Unknown,,,,34.47730296,35.93417131,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS962,MySay,Psychological & Social Support,Unknown,,,,33.89222248,35.51988719,No,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS963,MySay,Psychological & Social Support,Unknown,,,,33.87243132,35.52213396,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS964,MySay,Psychological & Social Support,Unknown,,,,33.87445658,35.52476291,Some damage,The death of a relative/close family member (ex. brother),"6::Strong / I was very scared, a large part of the furniture was smashed"
MS965,MySay,Psychological & Social Support,Unknown,,,,33.89392984,35.50374627,,,
MS966,MySay,Psychological & Social Support,Unknown,,,,33.89364267,35.54034887,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS967,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS968,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS969,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS970,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS971,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS972,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS973,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS974,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS975,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS976,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS977,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS978,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS979,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS980,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS981,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS982,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS983,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS984,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS985,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS986,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS987,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS988,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS989,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS990,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS991,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS992,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS993,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS994,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS995,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS996,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS997,MySay,Psychological & Social Support,Unknown,,,,,,,,
MS998,MySay,Psychological & Social Support,Unknown,,,,,,,,
