OML UID,Entity / Source,Survey Type,Assignee,Zone,Supplier UID,Lat,Long,Status,BwS Status,Parcel (3ekar),Address,Neighborhood,Assignee
BwS509,Beb w Shebek,Shelter,,,GE-06,33.893194,35.526361,Referred,Referred,,Near Roum Hospital,Geitawi,
BwS510,Beb w Shebek,Shelter,,,GE-07,33.894333,35.527806,Referred,Referred,,,Geitawi,
BwS511,Beb w Shebek,Shelter,,,GE-08,,,Referred,Referred,,"Jeitawii, near Jeitawi hospital, facing Mokhtar Chehwan, Blue Building, 1st floor, Georges Salloum",Geitawi,ADRIA
BwS512,Beb w Shebek,Shelter,,,GE-09,,,Completed,Completed,Re_2185,B5 bldg- 3rd floor,Geitawi,NATION STATION
BwS513,Beb w Shebek,Shelter,,,GE-10,,,Referred,Referred,,,Geitawi,NATION STATION
BwS514,Beb w Shebek,Shelter,,,GE-11,33.896408,35.525864,Completed,Completed,Re_2319,"Siham & Hiam blg, apt 3rd floor",Geitawi,TARA
BwS515,Beb w Shebek,Shelter,,,GE-12,33.895778,35.527972,Completed,Completed,Re_954,Boutros el khoury building 3rd and 4th floor,Geitawi,NATION STATION
BwS516,Beb w Shebek,Shelter,,,GE-13,33.892959,35.531582,Not Started,Assigned,,achrafiyeh geitawi- building balakian - 2nd floor,Geitawi,TIMA
BwS517,Beb w Shebek,Shelter,,,GE-14,,,Referred,Referred,,,Geitawi,
BwS518,Beb w Shebek,Shelter,,,GE-15,,,Referred,Referred,Re_1170,,Geitawi,NATION STATION
BwS519,Beb w Shebek,Shelter,,,GE-16,,,Completed,Completed,Re_1274,"Rmeil, ashou3 street, mafra2 infront of markaz l ouwet, 3rd building",Geitawi,NATION STATION
BwS520,Beb w Shebek,Shelter,,,GE-17,,,Completed,Completed,Re_1274,"Rmeil, ashou3 street, mafra2 infront of markaz l ouwet, 3rd building",Geitawi,NATION STATION
BwS521,Beb w Shebek,Shelter,,,GE-18,,,Referred,Referred,,"Achrafieh, Geitawi, st.Louis Street, Massoud Renno bldg, 3rd floor",Geitawi,ANDREA
BwS522,Beb w Shebek,Shelter,,,GE-19,,,Referred,Referred,,,Geitawi,MAZEN ASSAAD
BwS523,Beb w Shebek,Shelter,,,GE-20,,,Referred,Referred,,"Next to Mar Youssef Church, Yousef Snan building ground floor",Geitawi,MAZEN ASSAAD
BwS524,Beb w Shebek,Shelter,,,GE-21,,,Referred,Referred,,"Jeser El Hadid, Asaad Restum Street, Naser building 1st floor",Geitawi,NATION STATION
BwS525,Beb w Shebek,Shelter,,,GE-22,,,Referred,Referred,1018 A,Achrafieh rue Kobayat Rmeil Immeuble Kyriakidis ,Geitawi,
BwS526,Beb w Shebek,Shelter,,,GE-23,33.894611,35.531139,Referred,Referred,1853,"Jeryes Doumit Building, 4th floor",Geitawi,ZEINA / MARIANA
BwS527,Beb w Shebek,Shelter,,,GE-24,,,In Progress,In Progress,,wooden bakery geitawi,Geitawi,ALEX
BwS528,Beb w Shebek,Shelter,,,GE-25,33.889233,35.525967,Completed,Completed,Re_905,"Bank Byblos Bldg, 6th floor, Saint Louis Street, Geitawi.",Geitawi,NATION STATION
BwS529,Beb w Shebek,Shelter,,,GE-26,33.896095,35.512844,Completed,Completed,Sa_1111,"badaoui street next to bank beirut, 2nd floor of a building with a garden",Geitawi,NATION STATION
BwS530,Beb w Shebek,Shelter,,,GE-27,,,Completed,Completed,Re_1751,"next to geitawi hospital, francis bldg",Geitawi,NATION STATION
BwS531,Beb w Shebek,Shelter,,,GE-28,33.894306,35.528889,Completed,Completed,Re_1170/1,"near saint grgoire school, first left after the haoui garden, last bldg on the right",Geitawi,BE BEIRUT
BwS532,Beb w Shebek,Shelter,,,GE-29,33.890411,35.526058,Referred,Referred,,,Geitawi,
BwS533,Beb w Shebek,Shelter,,,GE-30,,,Referred,Referred,,"rue hopital libanais, facing jamhour school, sakr bldg 5th floor",Geitawi,
BwS534,Beb w Shebek,Shelter,,,GE-31,33.893625,35.531141,Completed,Completed,Re_1697/2,Behind Saint Marc Lab,Geitawi,POLO
BwS535,Beb w Shebek,Shelter,,,GE-32,,,Not Started,Not Started,,"iskandar farah street, darazi bldg ground floor",Geitawi,
BwS536,Beb w Shebek,Shelter,,,GE-33,,,Referred,Referred,2157,"iskandar farah street, facing jardin william hawi, nazir bechara bldg, 4th floor",Geitawi,
BwS537,Beb w Shebek,Shelter,,,GE-34,33.894169,35.525127,Completed,Completed,Re_2197,,Geitawi,ALEX
BwS538,Beb w Shebek,Shelter,,,GE-35,33.893902,35.528599,Referred,Referred,1777,"between st gregoire and hawi garden, next to mini market mahfouz, gemayel bldg, 4th floor",Geitawi,MHMD
BwS539,Beb w Shebek,Shelter,,,GE-36,33.893810,35.526447,Completed,Completed,Re_1359,,Geitawi,NATION STATION
BwS540,Beb w Shebek,Shelter,,,GE-37,33.893810,35.526447,Completed,Completed,Re_1043/9,,Geitawi,BE BEIRUT
BwS541,Beb w Shebek,Shelter,,,GE-38,,,Completed,Completed,Ac_4190/21,"NEXT TO PATISSERIE MERHEJ, Bineyit Geagea 2nd Floor",Geitawi,POLO
BwS542,Beb w Shebek,Shelter,,,GE-39,33.889923,35.526830,Referred,Referred,82,patriarch doueihi strt- Elie el Khoury bldg - 6th floor ,Ghabi,GATSELERIA
BwS543,Beb w Shebek,Shelter,,,GE-40,33.895439,35.527870,Completed,Completed,Re_946,Near Nede l Arman,Geitawi,ALEX
BwS544,Beb w Shebek,Shelter,,,GE-41,,,Referred,Referred,,rmeil geitawi tal3it jbeily blgd sami majed,Geitawi,GROUP 01
BwS545,Beb w Shebek,Shelter,,,GE-42,33.893360,35.528286,Completed,Completed,Re_1589/4,"rue skandar farah, darazi bldg",Geitawi,NATION STATION
BwS546,Beb w Shebek,Shelter,,,GE-43,,,Completed,Completed,Re_410,,Geitawi,POLO
BwS547,Beb w Shebek,Shelter,,,GE-44,33.896389,35.526966,Completed,Completed,Re_1180,tal3it jbeily,Geitawi,NATION STATION
BwS548,Beb w Shebek,Shelter,,,GE-44/1,33.896389,35.526966,In Progress,In Progress,Re_1181,tal3it jbeily,Geitawi,NATION STATION
BwS549,Beb w Shebek,Shelter,,,GE-45,33.895488,35.532569,Completed,Completed,Me_1039,next to mario e mario,Geitawi,BE BEIRUT
BwS550,Beb w Shebek,Shelter,,,GE-46,33.893320,35.529658,Completed,Completed,Re_1152,near geitawi hospital,Geitawi,ALEX
BwS551,Beb w Shebek,Shelter,,,GE-47,33.893333,35.527519,Completed,Completed,Re_1216,"jardin de jesuite, apre parfumerie joseph daou 2nd floor",Geitawi,ALEX
BwS552,Beb w Shebek,Shelter,,,GE-48,33.891258,35.523441,Referred,Referred,141,,Geitawi,ELHAM
BwS553,Beb w Shebek,Shelter,,,GE-49,,,Completed,Completed,Ac_2870,,Geitawi,POLO
BwS554,Beb w Shebek,Shelter,,,GE-50,,,Completed,Completed,Ac_116,"Achrafieh, fassouj s- motran mserra st. rbeiz bldg",Geitawi,POLO
BwS555,Beb w Shebek,Shelter,,,GE-50/1,,,Completed,Completed,Ac_116,"Achrafieh, fassouj s- motran mserra st. rbeiz bldg",Geitawi,POLO
BwS556,Beb w Shebek,Shelter,,,GE-51,33.896156,35.528095,Referred,Referred,1165,,Geitawi,BE BEIRUT
BwS557,Beb w Shebek,Shelter,,,GE-52,,,Referred,Referred,1676,"antoine khoury bldg, ground floor",Geitawi,POLO
BwS558,Beb w Shebek,Shelter,,,GE-53,,,Referred,Referred,,near hospital jeitewe,Geitawi,BE BEIRUT
BwS559,Beb w Shebek,Shelter,,,GE-54,,,Completed,Completed,Ac_2864,next to byblos bank,Geitawi,NATION STATION
BwS560,Beb w Shebek,Shelter,,,GE-55,33.889507,35.526787,Completed,Completed,Ac_5146,,Geitawi,BE BEIRUT
BwS561,Beb w Shebek,Shelter,,,GE-56,33.895500,35.527917,Completed,Completed,Re_952/7,,Geitawi,TIMA
BwS562,Beb w Shebek,Shelter,,,GE-57,33.897930,35.528877,Completed,Completed,Me_933/6,"assaily street,  bldg 25 - 1st Floor",Geitawi,BE BEIRUT
BwS563,Beb w Shebek,Shelter,,,GE-58,33.895306,35.532583,Referred,Referred,1054,"sheri3 asad restoum, joseph nohra bldg",Geitawi,
BwS564,Beb w Shebek,Shelter,,,GE-59,33.894917,35.532250,Referred,Referred,1538/4,,Geitawi,ANDREA
BwS565,Beb w Shebek,Shelter,,,GE-60,33.895687,35.528675,Completed,Completed,Me_1185/7,"rmeil street, near armenian church, baddour bldg",Geitawi,MHMD
BwS566,Beb w Shebek,Shelter,,,GE-61,33.893095,35.526643,In Progress,Assessed,Re_896,behind mikati building,Geitawi,NATION STATION
BwS567,Beb w Shebek,Shelter,,,GE-62,33.893288,35.528141,In Progress,In Progress,Re_1590,"iskandar street, boulos atallah bldg",Geitawi,MHMD
BwS568,Beb w Shebek,Shelter,,,GE-63,33.896111,35.526974,Completed,Completed,Re_928/11,ghorgorian bldg,Rmeil,POLO
BwS569,Beb w Shebek,Shelter,,,GE-64,33.895710,35.530441,Referred,Referred,Re_1017,"qubayat street, akar building",Geitawi,ANDREA
BwS570,Beb w Shebek,Shelter,,,GE-65,33.894909,35.527538,Referred,Referred,,"geitawi, rmeil, ousseily street, near armenian church",Geitawi,STUDIO CARAMEL
BwS571,Beb w Shebek,Shelter,,,GE-66,33.891918,35.527466,In Progress,In Progress,Ac_99/32,"st. louis street, facing domino pizz, KHALIL NASSAR BUILDING",Geitawi,BE BEIRUT
BwS572,Beb w Shebek,Shelter,,,GE-67,33.893356,35.527962,Completed,Completed,Re_886,"fassouh, next to bank byblos, dominos pizza",Geitawi,BE BEIRUT
BwS573,Beb w Shebek,Shelter,,,GE-68,33.893852,35.528656,Completed,Completed,Re_1170,"rmeil street, next to geitawi hospital, jamhour school, mini market mahfouz, elie mkarzel building with yellow abat jours",Geitawi,BE BEIRUT
BwS574,Beb w Shebek,Shelter,,,GE-69,33.894714,35.526444,In Progress,In Progress,Re_922,"roum street, facing kataeb building, tabet building",Geitawi,BE BEIRUT
BwS575,Beb w Shebek,Shelter,,,GE-70,33.895916,35.527729,In Progress,In Progress,Re_1884,"facing bet lkateb, ekher lnazle on the right, wohram jamaksian bldg",Geitawi,TIMA
BwS576,Beb w Shebek,Shelter,,,GE-71,33.893669,35.527176,Completed,Completed,Re_1805,"mhatta street, next to mar youssef church",Geitawi,ALEX
BwS577,Beb w Shebek,Shelter,,,GE-73,33.896195,35.528702,Referred,Referred,Re_965,facing beb wshebbek office,Geitawi,
BwS578,Beb w Shebek,Shelter,,,GE-74,,,In Progress,Assessed,Re_887,patriarcat masaad street,Geitawi,BE BEIRUT
BwS579,Beb w Shebek,Shelter,,,GE-75,33.894638,35.524933,In Progress,Assessed,Re_2248,"near roum hospital, next to blom bank and nation station, CHEIKH BASSIL BLDG",Geitawi,BE BEIRUT
BwS580,Beb w Shebek,Shelter,,,GE-76,33.892635,35.528068,In Progress,In Progress,Re_1558,,Geitawi,NATION STATION
BwS581,Beb w Shebek,Shelter,,,GE-77,33.894615,35.532089,In Progress,In Progress,Re_1554,,Geitawi,NATION STATION
BwS582,Beb w Shebek,Shelter,,,GE-78,33.892017,35.528065,Referred,Referred,,,Geitawi,NATION STATION
BwS583,Beb w Shebek,Shelter,,,GE-79,33.892778,35.528833,In Progress,In Progress,,,Geitawi,NATION STATION
BwS584,Beb w Shebek,Shelter,,,GE-80,33.893524,35.526226,Completed,Completed,Re_1382/3,green garden bldg in front of jesuite garden,Geitawi,BE BEIRUT
BwS585,Beb w Shebek,Shelter,,,GE-81,33.896427,35.528084,In Progress,Assessed,Re_1013/13,"ain waraka street, elchayeb bldg",Geitawi,NATION STATION
BwS586,Beb w Shebek,Shelter,,,GE-82,33.891979,35.523907,In Progress,Assessed,Re_1665,"rmeil, same building as surgel, facing bouboufe",Geitawi,NATION STATION
BwS587,Beb w Shebek,Shelter,,,GE-82/1,33.891979,35.523907,In Progress,Assessed,Re_1665,"rmeil, same building as surgel, facing bouboufe",Geitawi,NATION STATION
BwS588,Beb w Shebek,Shelter,,,GE-82/2,33.891979,35.523907,In Progress,Assessed,Re_1665,"rmeil, same building as surgel, facing bouboufe",Geitawi,NATION STATION
BwS589,Beb w Shebek,Shelter,,,GE-82/3,33.891979,35.523907,In Progress,Assessed,Re_1665,"rmeil, same building as surgel, facing bouboufe",Geitawi,NATION STATION
BwS590,Beb w Shebek,Shelter,,,GE-82/4,33.891979,35.523907,In Progress,Assessed,Re_1665,"rmeil, same building as surgel, facing bouboufe",Geitawi,NATION STATION
BwS591,Beb w Shebek,Shelter,,,GE-83,33.896179,35.528103,Not Started,Assigned,Re_1656,"ousseili street, sfeir building",Achrafieh,BE BEIRUT
BwS592,Beb w Shebek,Shelter,,,,,,,,,,,
BwS593,Beb w Shebek,Shelter,,,GM-01,,,Referred,Referred,Mdawar 22,"Hanano Bldg 1st Floor, in front of Aliyas Bookshop",Gemayzeh,ANDREA
BwS594,Beb w Shebek,Shelter,,,GM-02,,,Referred,Referred,,Illy Coffee building 3rd floor,Gemayzeh,POLO
BwS595,Beb w Shebek,Shelter,,,GM-03,,,Referred,Referred,,Makhfar Gemmayze,Gemayzeh,POLO
BwS596,Beb w Shebek,Shelter,,,GM-04,33.895000,35.513611,Referred,Referred,,"After the makhfar, the zeroub on the right facing Swiss Butter ",Gemayzeh,BE BEIRUT
BwS597,Beb w Shebek,Shelter,,,GM-05,33.894989,35.515091,Completed,Completed,Re_1173,"Facing restaurant “Le Chef”, 3rd Floor",Gemayzeh,LILI
BwS598,Beb w Shebek,Shelter,,,GM-06,33.894493,35.512817,Completed,Completed,Re_268,boutros dagher street. malak kassab bldg.2nd floor,Gemayzeh,BE BEIRUT
BwS599,Beb w Shebek,Shelter,,,GM-07,33.894493,35.512817,Completed,Completed,Re_268/4,boutros dagher street. malak kassab bldg.2nd floor,Gemayzeh,BE BEIRUT
BwS600,Beb w Shebek,Shelter,,,GM-07/1,33.894493,35.512817,Referred,Referred,268/5,boutros dagher street. malak kassab bldg. 4th floor,Gemayzeh,BE BEIRUT
BwS601,Beb w Shebek,Shelter,,,GM-08,33.894604,35.513283,Completed,Completed,Re_329,,Gemayzeh,POLO
BwS602,Beb w Shebek,Shelter,,,GM-09,,,Referred,Referred,,"Gemmayzeh, Boutrous Dagher Street, Milk Kassab Building, Mezzanine Floo",Gemayzeh,A-TECH AUSTRALIA
BwS603,Beb w Shebek,Shelter,,,GM-10,,,Referred,Referred,,"Right across Red cross gemmayze, and right before st antoine church",Gemayzeh,ANDREA
BwS604,Beb w Shebek,Shelter,,,GM-11,33.895371,35.518139,Completed,Completed,Me_1104,Gouraud Street. Hanano Building 4th Floor.,Gemayzeh,LILI
BwS605,Beb w Shebek,Shelter,,,GM-13,,,Demolished,Demolished,,Gouraud street. old building of “Phil and Joe” barber shop,Gemayzeh,LILI
BwS606,Beb w Shebek,Shelter,,,GM-14,33.894321,35.512699,In Progress,Assessed,Sa_621,"Gemmayzeh, Mitri Abi Sarash bldg, Mar Antonious Street, 3rd Floor",Gemayzeh,LILI
BwS607,Beb w Shebek,Shelter,,,GM-15,,,Referred,Referred,,"Gemmayzeh, Gouroud Main Street, El Hajj Building, Ground Floor",Gemayzeh,ALEX
BwS608,Beb w Shebek,Shelter,,,GM-16,33.892750,35.509944,Completed,Completed,Sa_977,"Gemmayzeh, Chidiac Bldg, In front on church, tabaris street, 2nd Floor",Gemayzeh,ALEX
BwS609,Beb w Shebek,Shelter,,,GM-17,33.895371,35.518139,Completed,Completed,Me_1104/14,"Gemmayze, facing Couqley Restaurant, bldg Hanano, 3rd floor ",Gemayzeh,SHEREEN
BwS610,Beb w Shebek,Shelter,,,GM-20,,,Referred,Referred,,Strt Ofeich Pasteur,Gemayzeh,ADRIA
BwS611,Beb w Shebek,Shelter,,,GM-21,,,Referred,Referred,,"Aakawi Street, 4th Floor",Gemayzeh,ALEX
BwS612,Beb w Shebek,Shelter,,,GM-22,33.894573,35.519584,Completed,Completed,Re_2122,"Gholam Bldg, Salah Labaki Street, 1st Floor",Gemayzeh,LILI
BwS613,Beb w Shebek,Shelter,,,GM-22/1,33.894573,35.519584,Completed,Completed,Re_2122,"Gholam Bldg, Salah Labaki Street, 2nd Floor",Gemayzeh,LILI
BwS614,Beb w Shebek,Shelter,,,GM-22/2,33.894573,35.519584,Completed,Completed,Re_2122,"Gholam Bldg, Salah Labaki Street, 2nd Floor",Gemayzeh,LILI
BwS615,Beb w Shebek,Shelter,,,GM-23,33.895714,35.516080,Completed,Completed,Me_22,"Facing Loris, 5th floor",Gemayzeh,ANDREA
BwS616,Beb w Shebek,Shelter,,,GM-24,,,Referred,Referred,,"Gourard Street, Phinikia bldg, 7th floor",Gemayzeh,
BwS617,Beb w Shebek,Shelter,,,GM-25,33.894493,35.512817,Completed,Completed,Re_268,"Rue Boutros Dagher, 3rd Floor",Gemayzeh,BE BEIRUT
BwS618,Beb w Shebek,Shelter,,,GM-26,33.896095,35.512844,Completed,Completed,Sa_472,,Gemayzeh,MHMD
BwS619,Beb w Shebek,Shelter,,,GM-27,,,Not Started,Not Started,,"between St George hospital, and gemayze, on the ER road.",Gemayzeh,
BwS620,Beb w Shebek,Shelter,,,GM-28,,,In Progress,In Progress,Me_21,,Gemayzeh,MHMD
BwS621,Beb w Shebek,Shelter,,,GM-28,33.895762,35.516079,Referred,Referred,Me_21,"Pasteur street, Chemali Bldg, 6th floor",Gemayzeh,MHMD
BwS622,Beb w Shebek,Shelter,,,GM-28/1,33.895762,35.516079,Referred,Referred,Me_21,GF ,Gemayzeh,MHMD
BwS623,Beb w Shebek,Shelter,,,GM-28/2,33.895762,35.516079,In Progress,In Progress,Me_21/15,1st floor,Gemayzeh,MHMD
BwS624,Beb w Shebek,Shelter,,,GM-28/3,33.895762,35.516079,In Progress,In Progress,Me_21/16,1st floor,Gemayzeh,MHMD
BwS625,Beb w Shebek,Shelter,,,GM-28/4,33.895762,35.516079,Referred,Referred,Me_21,2nd floor,Gemayzeh,MHMD
BwS626,Beb w Shebek,Shelter,,,GM-28/5,33.895762,35.516079,In Progress,In Progress,Me_21/21,4th floor,Gemayzeh,MHMD
BwS627,Beb w Shebek,Shelter,,,GM-28/6,33.895762,35.516079,In Progress,In Progress,Me_21,4th floor,Gemayzeh,MHMD
BwS628,Beb w Shebek,Shelter,,,GM-28/7,33.895762,35.516079,In Progress,In Progress,Me_21,5th floor,Gemayzeh,MHMD
BwS629,Beb w Shebek,Shelter,,,GM-28/8,33.895762,35.516079,In Progress,In Progress,Me_21/24,5th floor,Gemayzeh,MHMD
BwS630,Beb w Shebek,Shelter,,,GM-29,,,Completed,Completed,Re_395/48,Pasteur- Facing La Pizzaria ,Gemayzeh,MARIANA
BwS631,Beb w Shebek,Shelter,,,GM-30,33.895869,35.521823,Completed,Completed,Re_699,Mdawar- behind mtc old bldg ,Gemayzeh,ALEX
BwS632,Beb w Shebek,Shelter,,,GM-30/1,33.895869,35.521823,Completed,Completed,Re_699,,Gemayzeh,ALEX
BwS633,Beb w Shebek,Shelter,,,GM-30/2,33.895869,35.521823,Completed,Completed,Re_699,,Gemayzeh,ALEX
BwS634,Beb w Shebek,Shelter,,,GM-30/4,,,Referred,Referred,Re_699,,Gemayzeh,ALEX
BwS635,Beb w Shebek,Shelter,,,GM-31,,,Referred,Referred,,3rd building on your right on the stairs before bartartine - 2nd floor,Gemayzeh,MHMD
BwS636,Beb w Shebek,Shelter,,,GM-32,33.894417,35.515465,Completed,Completed,Re_2139,"Gouraud Street, Yazbeck building 3rd floor",Gemayzeh,HASSAN
BwS637,Beb w Shebek,Shelter,,,GM-33,,,Workplace,Workplace,532,rue Gouraud Im Kiameh,Gemayzeh,HASSAN
BwS638,Beb w Shebek,Shelter,,,GM-34,33.894417,35.515465,Completed,Completed,Re_2139,"St. Nicolas Stairs, Yazbeck Building, 4th floor, facing hotel meshmoush",Gemayzeh,HASSAN
BwS639,Beb w Shebek,Shelter,,,GM-35,33.894966,35.514793,Referred,Referred,,Phinikia building 2nd floor,Gemayzeh,HASSAN
BwS640,Beb w Shebek,Shelter,,,GM-36,33.894966,35.514793,Completed,Completed,Re_2171,"Finikia building, near Hadad wardieh hospital and pharmacy vital",Gemayzeh,HASSAN
BwS641,Beb w Shebek,Shelter,,,GM-37,,,Referred,Referred,Re_1250,"Rue Khazinien Rmeil, Pres de lhopital roum",Gemayzeh,HASSAN
BwS642,Beb w Shebek,Shelter,,,GM-38,,,Referred,Referred,,"Rue Gouraud, Kharat building",Gemayzeh,HASSAN
BwS643,Beb w Shebek,Shelter,,,GM-39,,,Referred,Referred,,Facing Restaurant le chef - 2nd floor,Gemayzeh,
BwS644,Beb w Shebek,Shelter,,,GM-40,33.895062,35.515682,Completed,Completed,Re_2139,"Gourard Street, Yazbeck building, 4th floor, next to t. Nicolas Stairs",Gemayzeh,ALEX
BwS645,Beb w Shebek,Shelter,,,GM-41,33.893478,35.511494,Completed,Completed,Re_208,"92 Rue du Liban, Mehanna bldg, 4th floor",Gemayzeh,ALEX
BwS646,Beb w Shebek,Shelter,,,GM-42,,,Referred,Referred,,"Assad Mrad building, 6th floor, Mdawar 35 (ikar number)",Gemayzeh,HASSAN
BwS647,Beb w Shebek,Shelter,,,GM-43,33.893047,35.510197,Completed,Completed,Sa_977,"Gemmayzeh, Chidiac Bldg, In front on church, tabaris street, 2nd Floor",Gemayzeh,MHMD
BwS648,Beb w Shebek,Shelter,,,GM-44,,,Completed,Completed,Me_402,bldg mayrig facing wild discovery 3rd floor has a white metal main door,Gemayzeh,MARIANA
BwS649,Beb w Shebek,Shelter,,,GM-44/1,,,Completed,Completed,Me_402,,Gemayzeh,MARIANA
BwS650,Beb w Shebek,Shelter,,,GM-45,33.895981,35.524780,Completed,Completed,Re_1243,mar nicolas stairs 2,Gemayzeh,ALEX
BwS651,Beb w Shebek,Shelter,,,GM-46,33.896652,35.511536,Completed,Completed,Sa_443,"rue gouraud, illy coffee building",Gemayzeh,POLO
BwS652,Beb w Shebek,Shelter,,,GM-47,33.896652,35.511536,Completed,Completed,Sa_443,"rue gouraud, illy coffee building",Gemayzeh,POLO
BwS653,Beb w Shebek,Shelter,,,GM-48,,,Referred,Referred,Ac_4678,sheri3 shekr l aasli mar n2oula achrafieh had l jnayne,Achrafieh,MHMD
BwS654,Beb w Shebek,Shelter,,,GM-49,,,Referred,Referred,,pharmacie vital,Gemayzeh,POLO
BwS655,Beb w Shebek,Shelter,,,GM-50,,,Referred,Referred,,Facing Maghfar Gemmayze,Gemayzeh,LILI
BwS656,Beb w Shebek,Shelter,,,GM-51,,,Workplace,Workplace,249,Strt Gouraud - immeuble Andalusia - 6th floor ,Gemayzeh,ANDREA
BwS657,Beb w Shebek,Shelter,,,GM-52,,,Referred,Referred,,,Gemayzeh,
BwS658,Beb w Shebek,Shelter,,,GM-53,33.895057,35.518449,Completed,Completed,Me_36,Gouraud strt - Nanedjian bldg near st antonios church greck catholic - 2nd floor ,Gemayzeh,ANDREA
BwS659,Beb w Shebek,Shelter,,,GM-54,,,Referred,Referred,,Strt Pasteur - facing La Paloma Cafe and Mayring restaurant - next to wild discovery - zoghbi bldg - 3rd floor,Gemayzeh,ALEX
BwS660,Beb w Shebek,Shelter,,,GM-55,33.893116,35.528339,Completed,Completed,Re_904,iskandar Farah Strt - Batiment El molktar fo2 salon ramzi - 6th floor to the right,Gemayzeh,LILI
BwS661,Beb w Shebek,Shelter,,,GM-56,33.894941,35.515678,Completed,Completed,Re_2144,Goro street awada building 1st floor,Gemayzeh,MAZEN ASSAAD
BwS662,Beb w Shebek,Shelter,,,GM-57,33.894983,35.517915,Completed,Completed,Me_1104,1104 en face de coukley 3 étage  à côté de l'église catholique st antoine ,Gemayzeh,MAZEN ASSAAD
BwS663,Beb w Shebek,Shelter,,,GM-58,,,Referred,Referred,,"rue pasteur, chemali bldg, ground floor",Gemayzeh,ALEX
BwS664,Beb w Shebek,Shelter,,,GM-59,33.895371,35.518139,Completed,Completed,Me_1104,"gouraud street, hanano bldg 1st floor",Gemayzeh,ANDREA
BwS665,Beb w Shebek,Shelter,,,GM-60,33.895042,35.518787,Completed,Completed,Me_36,"gouraud street, near st antoine church, nanejian bldg, 3rd building",Gemayzeh,MAZEN ASSAAD
BwS666,Beb w Shebek,Shelter,,,GM-61,33.894367,35.513935,Completed,Completed,Re_286,"st antonios street, keirouz bldg, 1st floor",Gemayzeh,GROUP 01
BwS667,Beb w Shebek,Shelter,,,GM-62,33.893047,35.514660,Completed,Completed,Re_90,"next to st nicholas church, nagibe trad street, yazigi bldg",Gemayzeh,BE BEIRUT
BwS668,Beb w Shebek,Shelter,,,GM-63,33.895694,35.516222,Referred,Referred,,"pasteyr street chemaly bldg, facing coral station, ground floor",Gemayzeh,
BwS669,Beb w Shebek,Shelter,,,GM-64,33.895912,35.520401,Referred,Referred,75,"armenia street, facing ghoulam khalaf stairs.",Gemayzeh,GROUP 01
BwS670,Beb w Shebek,Shelter,,,GM-65,33.895062,35.515682,Completed,Completed,Re_2135,"mar nicolas stairs, next to mar elias mzar, 1st floor with blue abajour",Gemayzeh,ALEX
BwS671,Beb w Shebek,Shelter,,,GM-66,33.895668,35.519741,Referred,Referred,,"Mdawar, bldg Ghossoub, 1st Floor ",Gemayzeh,
BwS672,Beb w Shebek,Shelter,,,GM-68,33.895042,35.514927,Completed,Completed,Me_15/14,"gouraud street, najm building, 5th floor",Gemayzeh,GROUP 01
BwS673,Beb w Shebek,Shelter,,,GM-69,,,Completed,Completed,Re_131,,Gemayzeh,POLO
BwS674,Beb w Shebek,Shelter,,,GM-70,,,Referred,Referred,,facing sandwish w noss ,Gemayzeh,BE BEIRUT
BwS675,Beb w Shebek,Shelter,,,GM-72,33.893726,35.513298,Completed,Completed,Re_314,"boutros dagher street, diab blg 7th floor",Gemayzeh,ALEX
BwS676,Beb w Shebek,Shelter,,,GM-73,33.895646,35.516944,Completed,Completed,Me_12/24,"pasteur street, next to wardieh hospital, tayyah bldg, above alfa taxi, 4th floor",Gemayzeh,ALEX
BwS677,Beb w Shebek,Shelter,,,GM-74,,,Referred,Referred,1/14 or 15,pharmacie vital bldg bahij najem 4th floor,Gemayzeh,ALEX
BwS678,Beb w Shebek,Shelter,,,GM-75,,,Referred,Referred,Sa_553,church santa tera next to frere school 1st floor,Gemayzeh,ALEX
BwS679,Beb w Shebek,Shelter,,,GM-76,33.895630,35.518497,Completed,Completed,Re_1194,"pasteur street, zoghbi bldg",Gemayzeh,ALEX
BwS680,Beb w Shebek,Shelter,,,GM-77,33.894333,35.512539,Completed,Completed,Re_265,"st antonios street, akiki bldg",Gemayzeh,ALEX
BwS681,Beb w Shebek,Shelter,,,GM-78,33.895648,35.509426,Referred,Referred,Sa_582,"youssef alhani street, ehind ayanian shops, al taher bldg",Gemayzeh,ALEX
BwS682,Beb w Shebek,Shelter,,,GM-79,33.893800,35.510425,Completed,Completed,Sa_695/15,"mar maroun street, ouneissy bldg",Gemayzeh,ANDREA
BwS683,Beb w Shebek,Shelter,,,GM-80,33.894693,35.519410,In Progress,Assessed,Re_365,"main street, facing beb sursock restaurant, elie samaha bldg",Gemayzeh,BE BEIRUT
BwS684,Beb w Shebek,Shelter,,,GM-81,33.895464,35.518862,Referred,Referred,Me_1194,"pasteur street, zoghbi bldg, beside wild discovery for travel",Gemayzeh,ANDREA
BwS685,Beb w Shebek,Shelter,,,GM-82,33.895031,35.515080,Referred,Referred,Me_1127/16,"kobtan building, facing chef restaurant",Gemayzeh,
BwS686,Beb w Shebek,Shelter,,,GM-83,33.896056,35.512750,Referred,Referred,Sa_902,chami and rahal bldg,Gemayzeh,ANDREA
